"TIME","GEO","UNIT","Value","Flag and Footnotes"
"2017","DEE04","Inhabitants per square kilometre","37.1",""
"2017","DEE05","Inhabitants per square kilometre","114.4",""
"2017","DEE06","Inhabitants per square kilometre","58.1",""
"2017","DEE07","Inhabitants per square kilometre","73.2",""
"2017","DEE08","Inhabitants per square kilometre","129.4",""
"2017","DEE09","Inhabitants per square kilometre","103.9",""
"2017","DEE0A","Inhabitants per square kilometre","96.5",""
"2017","DEE0B","Inhabitants per square kilometre","132.5",""
"2017","DEE0C","Inhabitants per square kilometre","137.6",""
"2017","DEE0D","Inhabitants per square kilometre","47.6",""
"2017","DEE0E","Inhabitants per square kilometre","66.8",""
"2017","DEF","Inhabitants per square kilometre","187.3",""
"2017","DEF0","Inhabitants per square kilometre","187.3",""
"2017","DEF01","Inhabitants per square kilometre","1,543.4",""
"2017","DEF02","Inhabitants per square kilometre","2,117.0",""
"2017","DEF03","Inhabitants per square kilometre","1,139.6",""
"2017","DEF04","Inhabitants per square kilometre","1,135.8",""
"2017","DEF05","Inhabitants per square kilometre","95.5",""
"2017","DEF06","Inhabitants per square kilometre","159.8",""
"2017","DEF07","Inhabitants per square kilometre","80.5",""
"2017","DEF08","Inhabitants per square kilometre","147.6",""
"2017","DEF09","Inhabitants per square kilometre","487.0",""
"2017","DEF0A","Inhabitants per square kilometre","130.2",""
"2017","DEF0B","Inhabitants per square kilometre","127.4",""
"2017","DEF0C","Inhabitants per square kilometre","96.7",""
"2017","DEF0D","Inhabitants per square kilometre","205.2",""
"2017","DEF0E","Inhabitants per square kilometre","129.7",""
"2017","DEF0F","Inhabitants per square kilometre","316.9",""
"2017","DEG","Inhabitants per square kilometre","133.5",""
"2017","DEG0","Inhabitants per square kilometre","133.5",""
"2017","DEG01","Inhabitants per square kilometre","794.2",""
"2017","DEG02","Inhabitants per square kilometre","623.7",""
"2017","DEG03","Inhabitants per square kilometre","962.7",""
"2017","DEG04","Inhabitants per square kilometre","343.6",""
"2017","DEG05","Inhabitants per square kilometre","766.6",""
"2017","DEG06","Inhabitants per square kilometre","106.9",""
"2017","DEG07","Inhabitants per square kilometre","119.7",""
"2017","DEG09","Inhabitants per square kilometre","106.1",""
"2017","DEG0A","Inhabitants per square kilometre","73.5",""
"2017","DEG0B","Inhabitants per square kilometre","101.8",""
"2017","DEG0C","Inhabitants per square kilometre","145.4",""
"2017","DEG0D","Inhabitants per square kilometre","87.4",""
"2017","DEG0E","Inhabitants per square kilometre","68.5",""
"2017","DEG0F","Inhabitants per square kilometre","129.3",""
"2017","DEG0G","Inhabitants per square kilometre","102.3",""
"2017","DEG0H","Inhabitants per square kilometre","130.6",""
"2017","DEG0I","Inhabitants per square kilometre","104.8",""
"2017","DEG0J","Inhabitants per square kilometre","102.8",""
"2017","DEG0K","Inhabitants per square kilometre","72.2",""
"2017","DEG0L","Inhabitants per square kilometre","118.2",""
"2017","DEG0M","Inhabitants per square kilometre","160.7",""
"2017","DEG0N","Inhabitants per square kilometre","410.1",""
"2017","DEG0P","Inhabitants per square kilometre","95.1",""
